t,o,h,l,c,v,qv
1758526500000,4216.24,4220.1,4212.08,4212.1,12218.826,51525390.49243
1758526560000,4212.09,4212.1,4204.43,4205.05,6758.998,28440205.64242
1758526620000,4205.05,4209.9,4203.75,4207.79,5859.459,24645505.33203
1758526680000,4207.78,4208.95,4200.52,4203.96,5941.985,24982019.21986
1758526740000,4203.96,4203.97,4198.15,4201.74,5993.453,25171901.77402
1758526800000,4201.74,4204.73,4200.0,4202.78,4364.755,18341911.66439
1758526860000,4202.78,4203.72,4200.0,4202.12,2738.74,11506970.22051
1758526920000,4202.13,4202.13,4198.85,4200.0,3076.58,12923210.63019
1758526980000,4200.01,4200.12,4199.0,4200.11,2057.6,8640642.60523
1758527040000,4200.12,4202.26,4199.81,4201.51,1785.326,7500490.78718
1758527100000,4201.52,4202.3,4200.4,4202.19,2964.76,12456584.48036
1758527160000,4202.19,4202.56,4199.68,4200.29,2076.69,8723708.54148
1758527220000,4200.28,4203.9,4199.0,4199.0,2317.588,9737654.7489
1758527280000,4199.0,4200.19,4199.0,4199.8,2086.095,8760019.56445
1758527340000,4199.8,4199.99,4199.0,4199.0,2044.793,8586277.19179
1758527400000,4199.01,4199.87,4191.58,4194.94,7674.921,32194822.1766
1758527460000,4194.94,4198.24,4194.47,4197.87,2731.688,11463778.39957
1758527520000,4197.86,4199.02,4195.67,4195.68,2889.45,12128794.37789
1758527580000,4195.68,4195.68,4193.1,4194.24,2447.194,10264189.96575
1758527640000,4194.24,4197.32,4191.51,4196.93,4897.65,20538356.72716
1758527700000,4196.94,4197.9,4193.52,4197.89,2486.503,10431729.65105
1758527760000,4197.9,4198.22,4192.0,4192.01,2321.498,9739985.89921
1758527820000,4192.0,4196.74,4191.6,4196.27,5474.298,22958875.31909
1758527880000,4196.28,4196.48,4190.58,4191.3,3288.241,13784554.21516
1758527940000,4191.31,4191.68,4190.58,4191.45,1842.092,7720316.82594
1758528000000,4191.46,4192.58,4190.0,4191.45,4443.205,18620566.71762
1758528060000,4191.46,4191.46,4187.1,4188.45,6156.958,25791459.75474
1758528120000,4188.46,4190.95,4183.6,4186.45,8252.929,34550634.24795
1758528180000,4186.45,4187.21,4184.79,4186.38,3513.648,14709778.02358
1758528240000,4186.38,4191.02,4184.79,4189.47,4159.852,17420137.21
1758528300000,4189.46,4191.46,4189.2,4191.04,3274.665,13723058.67529
1758528360000,4191.04,4191.04,4187.16,4188.51,2919.649,12230710.79951
1758528420000,4188.52,4195.0,4188.04,4195.0,3519.725,14751444.66628
1758528480000,4194.99,4197.13,4191.47,4196.42,3499.884,14679472.40361
1758528540000,4196.43,4199.43,4195.23,4199.43,5014.394,21047100.75037
1758528600000,4199.43,4201.3,4196.15,4201.21,2888.053,12124168.80377
1758528660000,4201.21,4205.82,4199.07,4199.48,5792.336,24345921.22948
1758528720000,4199.48,4203.85,4199.2,4203.84,2642.863,11103945.42053
1758528780000,4203.85,4205.0,4198.31,4199.0,4461.734,18745847.44759
1758528840000,4199.0,4199.01,4196.64,4196.64,2698.04,11325917.80053
1758528900000,4196.64,4196.64,4188.81,4192.08,8700.139,36465382.36055
1758528960000,4192.08,4193.24,4188.74,4192.08,2723.422,11411933.39604
1758529020000,4192.07,4197.73,4191.34,4196.42,1744.248,7316186.52504
1758529080000,4196.41,4200.0,4195.9,4199.99,2048.796,8601277.06528
1758529140000,4199.99,4202.68,4198.48,4202.45,1818.502,7637861.39645
1758529200000,4202.46,4202.46,4198.72,4200.08,2655.032,11151889.13834
1758529260000,4200.07,4203.98,4200.07,4202.3,1937.924,8143741.44769
1758529320000,4202.3,4202.31,4192.88,4194.27,2984.277,12523886.90066
1758529380000,4194.26,4195.09,4191.44,4191.94,1326.297,5561335.76077
1758529440000,4191.93,4193.81,4191.53,4193.8,1357.274,5689956.48223
1758529500000,4193.8,4195.89,4193.8,4195.74,1228.956,5155191.20213
1758529560000,4195.74,4195.74,4193.0,4194.22,1154.192,4841222.35292
1758529620000,4194.21,4194.21,4190.03,4193.79,2446.194,10253441.33039
1758529680000,4193.79,4193.8,4190.76,4191.77,1311.805,5499791.78424
1758529740000,4191.76,4192.81,4191.28,4191.75,879.208,3685732.15913
1758529800000,4191.72,4192.0,4188.42,4191.99,3110.514,13034382.30791
1758529860000,4191.99,4194.95,4191.59,4194.77,1343.349,5632581.9585
1758529920000,4194.77,4195.29,4191.28,4191.6,1070.556,4489251.50028
1758529980000,4191.6,4192.7,4188.0,4190.36,2872.859,12035816.34696
1758530040000,4190.36,4196.4,4190.36,4196.29,1902.717,7978138.415
1758530100000,4196.28,4203.0,4196.28,4201.31,2129.921,8943548.33012
1758530160000,4201.31,4201.31,4195.91,4196.87,2564.425,10764040.95951
1758530220000,4196.88,4198.81,4196.87,4198.8,1559.472,6546481.33746
1758530280000,4198.79,4198.8,4196.28,4197.74,977.363,4102425.4488
1758530340000,4197.73,4200.0,4197.28,4199.44,1718.229,7214317.62127
1758530400000,4199.43,4199.67,4197.52,4197.61,1448.757,6082583.0629
1758530460000,4197.61,4198.02,4195.17,4196.16,2585.314,10848604.49882
1758530520000,4196.16,4199.61,4196.16,4199.55,1067.402,4480404.95511
1758530580000,4199.56,4201.31,4197.19,4197.2,1540.806,6471316.26484
1758530640000,4197.19,4199.05,4197.19,4198.08,1031.115,4328950.89847
1758530700000,4198.08,4199.2,4197.92,4199.19,946.873,3975598.57189
1758530760000,4199.19,4201.94,4198.89,4199.94,1493.002,6270635.63506
1758530820000,4199.94,4201.28,4199.6,4200.13,870.131,3654984.06266
1758530880000,4200.13,4200.14,4198.3,4199.56,1335.349,5607107.95907
1758530940000,4199.56,4203.0,4199.56,4201.81,1270.696,5339523.11393
1758531000000,4201.82,4201.82,4196.86,4197.71,4181.674,17556417.16831
1758531060000,4197.71,4198.21,4195.13,4198.2,1284.927,5392140.76678
1758531120000,4198.2,4198.21,4195.81,4196.49,784.793,3293786.65941
1758531180000,4196.49,4197.93,4195.0,4196.49,1126.84,4728364.46503
1758531240000,4196.48,4196.48,4194.4,4195.13,1309.186,5491906.30645
1758531300000,4195.13,4198.72,4195.12,4198.72,674.902,2832569.54471
1758531360000,4198.71,4198.72,4194.24,4194.24,2102.879,8823597.29114
1758531420000,4194.24,4194.25,4190.0,4191.51,2362.108,9901421.79077
1758531480000,4191.51,4194.37,4191.25,4192.54,1458.206,6114209.85009
1758531540000,4192.55,4194.14,4192.54,4192.54,866.305,3632847.68677
1758531600000,4192.55,4195.49,4192.46,4192.46,1478.766,6201143.14675
1758531660000,4192.46,4194.43,4190.7,4191.27,2005.67,8409425.17311
1758531720000,4191.28,4192.0,4189.72,4192.0,2672.142,11198767.67213
1758531780000,4191.99,4192.0,4186.92,4187.72,4754.026,19911467.93327
1758531840000,4187.73,4188.0,4183.76,4185.73,4487.8,18787778.3517
1758531900000,4185.73,4187.4,4185.26,4186.78,2378.995,9959910.09156
1758531960000,4186.78,4189.65,4184.46,4189.64,3789.681,15864195.84813
1758532020000,4189.64,4191.0,4189.09,4190.99,1305.497,5469564.88757
1758532080000,4190.99,4193.57,4190.7,4191.84,1756.605,7363910.73443
1758532140000,4191.85,4192.1,4186.95,4187.42,2195.811,9197637.85083
1758532200000,4187.42,4187.42,4184.24,4184.81,2033.925,8512960.99042
1758532260000,4184.81,4186.23,4183.94,4186.23,5107.33,21373655.96462
1758532320000,4186.22,4187.36,4183.13,4183.63,2574.594,10773891.72404
1758532380000,4183.63,4185.0,4182.06,4183.87,3740.604,15648433.91262
1758532440000,4183.88,4184.39,4181.2,4182.71,3021.784,12639852.22939
1758532500000,4182.71,4185.86,4182.48,4185.52,3214.655,13449985.92027
1758532560000,4185.52,4190.0,4185.51,4187.76,1597.403,6690430.57461
1758532620000,4187.75,4189.99,4182.33,4189.68,5755.831,24094334.91386
1758532680000,4189.69,4189.69,4186.73,4187.01,1128.806,4727293.35714
1758532740000,4187.02,4187.88,4183.07,4183.22,1576.842,6599880.73595
1758532800000,4183.21,4184.62,4182.88,4184.61,1671.919,6994619.80478
1758532860000,4184.61,4184.97,4183.21,4183.21,949.558,3973004.35556
1758532920000,4183.21,4183.21,4173.51,4177.51,16967.205,70895165.73382
1758532980000,4177.51,4178.66,4176.14,4178.16,4782.369,19976848.04162
1758533040000,4178.15,4178.16,4175.35,4177.64,5926.302,24752740.00947
1758533100000,4177.65,4182.3,4177.64,4181.84,2807.318,11735743.21233
1758533160000,4181.84,4185.68,4180.24,4183.37,4610.607,19285253.93059
1758533220000,4183.36,4183.37,4182.0,4182.87,1490.516,6233907.71714
1758533280000,4182.87,4184.09,4181.57,4181.57,1859.87,7780035.2961
1758533340000,4181.57,4182.91,4180.65,4180.8,1553.942,6498027.63781
1758533400000,4180.8,4182.47,4177.74,4181.89,2157.564,9019370.31026
1758533460000,4181.88,4182.09,4176.26,4177.54,2873.009,12005824.59622
1758533520000,4177.54,4177.54,4171.0,4174.25,11887.858,49618672.13707
1758533580000,4174.25,4176.53,4172.38,4175.95,3627.851,15141888.52245
1758533640000,4175.99,4178.0,4174.03,4174.31,3191.76,13329502.39171
1758533700000,4174.31,4174.95,4171.35,4174.94,3841.758,16031611.80892
1758533760000,4174.95,4176.0,4163.5,4170.39,19226.625,80154905.66421
1758533820000,4170.39,4170.6,4167.0,4168.3,4974.359,20738478.66922
1758533880000,4168.3,4169.69,4165.78,4167.93,3938.124,16412846.50391
1758533940000,4167.93,4168.02,4161.6,4162.98,14636.18,60945468.4344
1758534000000,4162.99,4169.04,4162.99,4168.55,6046.388,25194836.95381
1758534060000,4168.55,4168.81,4166.02,4166.41,5771.94,24056872.4782
1758534120000,4166.42,4166.97,4163.5,4166.29,2524.863,10515776.75194
1758534180000,4166.3,4167.35,4164.99,4167.34,2648.625,11034821.83108
1758534240000,4167.35,4167.35,4163.19,4164.98,2834.161,11803081.61823
1758534300000,4164.97,4170.67,4163.0,4169.63,4981.678,20756334.95296
1758534360000,4169.64,4169.64,4162.42,4162.43,2484.646,10351728.97468
1758534420000,4162.42,4162.43,4157.39,4159.13,8503.606,35369143.82538
1758534480000,4159.14,4160.55,4152.03,4154.84,18969.699,78831352.4529
1758534540000,4154.85,4164.28,4154.84,4158.75,10606.559,44132771.1593
1758534600000,4158.75,4158.75,4153.93,4154.54,5350.466,22237420.9776
1758534660000,4154.53,4158.84,4149.94,4150.06,15199.454,63121783.12587
1758534720000,4150.07,4150.44,4142.07,4146.77,24720.097,102491937.88316
1758534780000,4146.77,4148.68,4135.0,4142.0,19723.325,81668586.17902
1758534840000,4142.0,4146.71,4141.73,4145.28,12822.383,53140016.6828
1758534900000,4145.27,4157.82,4144.12,4156.05,10612.674,44052779.5264
1758534960000,4156.05,4156.95,4153.53,4155.08,5763.415,23950139.9911
1758535020000,4155.08,4155.09,4146.48,4147.41,4973.336,20640602.68761
1758535080000,4147.4,4152.24,4145.0,4147.95,5795.818,24044882.96214
1758535140000,4147.96,4149.92,4147.02,4149.6,2440.864,10126072.03184
1758535200000,4149.59,4152.72,4148.31,4148.43,4290.687,17808308.84753
1758535260000,4148.44,4148.72,4144.38,4147.54,7920.237,32839340.71738
1758535320000,4147.55,4152.99,4145.69,4146.97,4757.627,19743206.33609
1758535380000,4146.96,4146.96,4136.74,4143.99,13205.423,54669627.95344
1758535440000,4144.0,4155.41,4143.99,4155.41,5843.674,24258143.94375
1758535500000,4155.41,4162.24,4154.33,4162.24,8081.843,33608289.40179
1758535560000,4162.24,4162.78,4159.26,4159.6,5804.664,24156175.35437
1758535620000,4159.6,4167.22,4159.59,4165.75,7919.459,32978596.17772
1758535680000,4165.75,4167.57,4163.01,4167.23,9426.711,39272735.74888
1758535740000,4167.23,4167.24,4163.0,4164.05,5176.592,21560452.50099
1758535800000,4164.06,4166.54,4162.56,4166.54,5092.917,21205545.12111
1758535860000,4166.54,4169.56,4166.53,4167.92,4389.231,18294346.63738
1758535920000,4167.92,4168.86,4160.66,4160.99,2437.882,10152231.64964
1758535980000,4161.0,4162.5,4160.24,4160.42,2393.59,9959933.40906
1758536040000,4160.42,4162.43,4159.71,4161.55,1740.092,7241702.19679
1758536100000,4161.55,4165.04,4161.54,4163.58,4176.735,17391175.50382
1758536160000,4163.58,4164.76,4161.29,4162.67,1847.029,7688363.11865
1758536220000,4162.67,4170.0,4162.66,4166.18,6044.729,25189770.98905
1758536280000,4166.18,4170.0,4165.39,4165.82,2878.378,11996195.47692
1758536340000,4165.82,4167.55,4165.01,4165.88,1742.311,7259194.46926
1758536400000,4165.89,4168.0,4163.0,4168.0,3347.841,13944050.00909
1758536460000,4167.99,4170.77,4167.59,4168.89,2157.9,8996378.97217
1758536520000,4168.89,4168.89,4166.0,4166.0,1593.613,6640807.99629
1758536580000,4166.01,4167.36,4165.97,4166.56,1345.697,5607362.641
1758536640000,4166.56,4168.88,4166.55,4168.88,810.412,3377678.76406
1758536700000,4168.88,4171.69,4168.57,4171.03,3481.961,14520280.22923
1758536760000,4171.02,4171.03,4168.07,4168.08,2494.032,10399095.406
1758536820000,4168.07,4169.12,4166.1,4169.11,2902.908,12097648.00642
1758536880000,4169.12,4170.0,4169.04,4169.99,1085.4,4525629.43181
1758536940000,4170.0,4171.72,4169.08,4169.44,2876.729,11996436.68487
1758537000000,4169.44,4169.44,4162.19,4162.19,3298.928,13741749.63934
1758537060000,4162.19,4163.49,4161.3,4161.47,2190.787,9118841.69165
1758537120000,4161.46,4163.0,4160.04,4162.0,2073.407,8628609.66543
1758537180000,4162.0,4163.41,4160.96,4163.15,1524.402,6345080.95117
1758537240000,4163.15,4163.15,4161.16,4162.99,1211.017,5040363.83725
1758537300000,4163.0,4166.52,4160.8,4160.8,1756.903,7315597.34296
1758537360000,4160.8,4162.76,4157.29,4157.63,2698.6,11225868.71628
1758537420000,4157.62,4159.07,4155.83,4156.75,3105.927,12911454.39511
1758537480000,4156.75,4158.0,4153.93,4155.97,2619.114,10884157.1396
1758537540000,4155.97,4157.95,4155.56,4156.96,1772.438,7366971.56136
1758537600000,4156.96,4157.16,4155.0,4156.32,979.885,4072436.39074
1758537660000,4156.27,4156.27,4152.31,4154.01,1857.314,7714627.37887
1758537720000,4154.0,4156.78,4152.55,4156.31,1423.596,5914797.97404
1758537780000,4156.32,4157.79,4155.49,4155.49,1272.592,5289550.63861
1758537840000,4155.49,4157.52,4155.49,4156.51,953.381,3962831.52789
1758537900000,4156.5,4159.75,4156.18,4159.53,1318.989,5484789.19321
1758537960000,4159.54,4163.31,4158.71,4162.47,1952.213,8122486.98287
1758538020000,4162.47,4168.96,4161.66,4168.68,4537.408,18902888.66601
1758538080000,4168.67,4168.95,4166.74,4166.97,1990.346,8295642.23967
1758538140000,4166.96,4172.63,4166.96,4171.69,2712.844,11313453.99916
1758538200000,4171.69,4172.93,4170.55,4171.92,3530.433,14729140.1044
1758538260000,4171.92,4178.88,4171.51,4178.74,7285.452,30421213.50626
1758538320000,4178.75,4182.0,4177.06,4178.01,8437.738,35260278.42511
1758538380000,4178.0,4181.63,4177.25,4181.62,4499.648,18805950.39897
1758538440000,4181.63,4183.36,4179.77,4182.0,3543.7,14818884.3852
1758538500000,4182.01,4182.01,4177.26,4178.54,3213.897,13429593.39196
1758538560000,4178.54,4188.0,4178.16,4185.02,10005.66,41858418.50748
1758538620000,4185.01,4187.55,4183.91,4186.25,5647.121,23636417.24681
1758538680000,4186.24,4187.33,4181.93,4182.55,5307.802,22212579.34692
1758538740000,4182.55,4182.56,4180.0,4180.0,1676.358,7008999.62888
1758538800000,4180.0,4183.68,4180.0,4183.01,2914.091,12184384.48336
1758538860000,4183.01,4185.39,4182.0,4183.67,1889.861,7907432.17092
1758538920000,4183.67,4186.03,4183.0,4183.47,5781.099,24188435.48318
1758538980000,4183.47,4183.48,4179.21,4180.7,2404.942,10056710.5177
1758539040000,4180.7,4180.7,4176.25,4176.63,2119.553,8855695.37197
1758539100000,4176.64,4177.49,4175.74,4176.65,1936.332,8087021.20852
1758539160000,4176.64,4180.64,4175.73,4180.15,1973.08,8243195.74785
1758539220000,4180.14,4180.9,4178.4,4180.57,1526.366,6379511.09971
1758539280000,4180.57,4185.0,4180.07,4184.38,2238.573,9361781.45472
1758539340000,4184.39,4188.0,4184.38,4185.87,5447.294,22804194.42994
1758539400000,4185.87,4186.0,4183.73,4183.73,2509.611,10503014.96911
1758539460000,4183.74,4185.42,4183.2,4183.61,1872.369,7835016.10807
1758539520000,4183.61,4183.62,4181.6,4182.79,1130.572,4728340.00413
1758539580000,4182.8,4182.93,4180.89,4180.9,896.841,3750332.42705
1758539640000,4180.89,4182.12,4180.0,4180.0,764.252,3195161.32824
1758539700000,4180.0,4180.56,4175.92,4179.17,8938.413,37355862.70339
1758539760000,4179.16,4179.36,4176.07,4176.99,1483.962,6200020.53282
1758539820000,4176.99,4177.5,4171.34,4173.93,4161.894,17371075.87865
1758539880000,4173.93,4177.1,4173.11,4176.58,1460.034,6095671.84934
1758539940000,4176.59,4178.0,4175.15,4176.53,1300.724,5433091.32468
1758540000000,4176.53,4177.59,4175.16,4175.32,1464.532,6116030.32871
1758540060000,4175.32,4182.16,4175.31,4181.93,2250.735,9407040.72594
1758540120000,4181.93,4188.89,4180.76,4187.61,3701.592,15491833.34145
1758540180000,4187.62,4189.6,4185.22,4185.4,2350.681,9843537.4674
1758540240000,4185.42,4187.6,4184.88,4185.21,2462.877,10309294.51679
1758540300000,4185.22,4185.22,4178.7,4178.7,1971.965,8247824.76506
1758540360000,4178.7,4180.86,4176.38,4180.85,1492.761,6236873.7471
1758540420000,4180.85,4182.34,4180.85,4182.05,500.142,2091367.0025
1758540480000,4182.05,4182.47,4180.78,4181.54,1559.827,6522232.59674
1758540540000,4181.54,4181.54,4179.01,4179.01,684.478,2861281.35936
1758540600000,4179.0,4180.8,4178.15,4180.48,1221.251,5103971.02511
1758540660000,4180.49,4181.2,4179.0,4180.19,1139.23,4762154.86653
1758540720000,4180.18,4181.14,4175.62,4175.63,1931.403,8068542.80886
1758540780000,4175.62,4179.24,4175.62,4178.02,1568.973,6554862.59208
1758540840000,4178.01,4180.54,4178.01,4179.04,830.133,3469556.2253
1758540900000,4179.04,4180.14,4176.72,4179.83,1965.643,8212418.46366
1758540960000,4179.83,4182.21,4179.83,4182.01,1727.88,7224822.03177
1758541020000,4182.0,4182.0,4178.18,4180.45,1381.698,5775369.09656
1758541080000,4180.44,4180.83,4177.01,4177.69,1512.687,6321921.85372
1758541140000,4177.7,4178.99,4177.0,4178.86,1298.097,5423682.51578
1758541200000,4178.86,4180.0,4177.99,4178.43,933.405,3900542.83955
1758541260000,4178.43,4178.44,4175.93,4178.05,1120.173,4679211.94024
1758541320000,4178.04,4179.41,4178.04,4179.41,482.89,2017815.82408
1758541380000,4179.4,4182.0,4177.7,4179.6,1005.11,4201499.20808
1758541440000,4179.61,4180.83,4179.12,4180.81,596.383,2492768.32722
1758541500000,4180.82,4186.25,4179.13,4186.25,1331.161,5567815.04325
1758541560000,4186.24,4187.53,4184.48,4184.58,1600.611,6701774.55048
1758541620000,4184.57,4185.37,4179.32,4179.83,2087.134,8726996.75724
1758541680000,4179.83,4179.84,4177.7,4178.62,1423.649,5948985.87251
1758541740000,4178.62,4183.0,4178.62,4180.02,1519.718,6354969.24447
1758541800000,4180.02,4180.02,4175.49,4177.45,2610.872,10906284.53214
1758541860000,4177.45,4180.71,4177.25,4177.26,1762.274,7364863.00353
1758541920000,4177.25,4179.39,4176.32,4178.81,761.108,3179701.05003
1758541980000,4178.82,4179.56,4176.56,4177.66,1198.206,5006168.19956
1758542040000,4177.65,4180.0,4176.05,4178.24,1146.557,4790344.08357
1758542100000,4178.2,4178.21,4176.42,4176.69,871.886,3641955.82959
1758542160000,4176.68,4180.09,4176.14,4179.66,1197.046,5001452.46597
1758542220000,4179.66,4179.91,4177.02,4177.3,1306.363,5459073.15907
1758542280000,4177.29,4178.6,4177.26,4178.16,614.68,2568073.41769
1758542340000,4178.16,4179.72,4178.13,4179.53,675.128,2821154.12255
1758542400000,4179.54,4180.0,4175.56,4178.17,1778.378,7429249.07748
1758542460000,4178.17,4181.16,4176.2,4176.59,1422.956,5945742.3621
1758542520000,4176.59,4176.6,4170.55,4173.47,4443.526,18543503.40083
1758542580000,4173.47,4175.0,4170.54,4173.0,3328.837,13889367.56412
1758542640000,4173.0,4175.2,4171.69,4173.69,2436.785,10169546.34492
1758542700000,4173.69,4175.14,4168.72,4171.28,2839.395,11842868.75832
1758542760000,4171.28,4171.64,4166.41,4171.58,4408.725,18382585.86812
1758542820000,4171.58,4173.57,4169.12,4171.76,1240.718,5175771.62644
1758542880000,4171.75,4172.96,4170.2,4171.64,1636.912,6828296.40213
1758542940000,4171.63,4175.08,4171.63,4174.58,4047.894,16892520.57219
1758543000000,4174.58,4174.6,4170.23,4172.27,2186.782,9123026.67213
1758543060000,4172.27,4174.81,4172.26,4172.92,1038.252,4333406.2696
1758543120000,4172.93,4173.97,4172.73,4172.74,376.33,1570607.72683
1758543180000,4172.73,4176.95,4172.73,4176.95,2755.947,11505378.86209
1758543240000,4176.94,4178.85,4176.94,4177.33,1110.879,4641403.07482
1758543300000,4177.33,4177.6,4175.45,4175.85,703.751,2939275.18561
1758543360000,4175.86,4177.1,4172.77,4176.6,1020.511,4260404.58226
1758543420000,4176.61,4181.0,4176.6,4180.2,1203.531,5030589.84018
1758543480000,4180.21,4183.0,4176.66,4182.99,1845.457,7715313.47099
1758543540000,4183.0,4185.81,4182.99,4183.57,2044.244,8554446.42023
1758543600000,4183.58,4183.58,4179.0,4179.0,933.15,3901276.24967
1758543660000,4179.01,4180.63,4176.68,4176.69,1434.142,5992797.62474
1758543720000,4176.69,4182.63,4176.68,4182.02,2653.944,11092503.5691
